date,startup,vertical,subvertical,city,investor,round,Amount_in_Cr
7/20/2015,Zo Rooms,Online budget hotel chain,Unknown,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,126
7/20/2015,Innoviti,Payment Solutions platform,Unknown,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,40.74
7/21/2015,Joy by nature,Organic Food ecommerce,Unknown,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,8.4
7/22/2015,Iqlect,Big Data & Analytics platform,Unknown,Bangalore,Exfinity Venture Partners,Private Equity,16.8
7/22/2015,deGustibus,Fine Dining Restaurant Chain,Unknown,Mumbai,India Value Fund Advisors,Private Equity,252
7/23/2015,Nestaway,Luxury Rental Homes,Unknown,Bangalore,"Flipkart, Tiger Global",Private Equity,107.1
7/23/2015,Mswipe,Mobile Point of Sale payment solution,Unknown,,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,210
7/23/2015,Myonsto,Online Grocers,Unknown,Ahmedabad,Jayant Bokadia,Seed Funding,2.688
7/23/2015,MedGenome,Clinical Genomics Provider,Unknown,Bangalore,Sequoia Capital,Private Equity,168
7/23/2015,HolidayIQ,Travel information portal,Unknown,Bangalore,MakeMyTrip,Private Equity,126
7/23/2015,Fitternity,Fitness Marketplace,Unknown,Mumbai,Exfinity Venture Partners,Private Equity,8.4
7/23/2015,Quikr,Online & Mobile classified listings,Unknown,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,504
7/24/2015,BroEx,Real Estate Broker network App,Unknown,Gurgaon,Lightspeed India,Private Equity,8.4
7/25/2015,CredR,Used Bikes Marketplace,Unknown,Mumbai,Fidelity Growth Partners,Private Equity,126
7/27/2015,ManageMySpa,Spa & Salon Management Software,Unknown,Hyderabad,Accel Partners,Private Equity,50.4
7/28/2015,Pepperfry,Online home d\\xc3\\xa9cor marketplace,Unknown,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,840
7/28/2015,Flipkart.com,Online Marketplace,Unknown,Bangalore,Steadview Capital and existing investors,Private Equity,5880
7/28/2015,Opinio,Hyperlocal food & grocery store,Unknown,Bangalore,"Accel Partners, Traxcn Labs & Others",Seed Funding,10.92
7/28/2015,Zoctr,Health-Tech platform,Unknown,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,8.4
7/29/2015,Zimmber,Hyperlocal Handyman Services,Unknown,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai",Private Equity,16.8
7/29/2015,trueHb,Medical Tech Instruments,Unknown,New Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,20.16
7/29/2015,Zovi.com / Little App,Hyperlocal Deals Marketplace,Unknown,Bangalore,"Paytm, SAIF Partners,\\xc2\\xa0 Tiger Global Management & others",Private Equity,420
7/29/2015,Swajal,Innovative Water Solutions,Unknown,Gurgaon,Abhishek Gupta,Private Equity,10.08
7/30/2015,Pipa Bella,Online Jewelry Store,Unknown,Mumbai,LionRock Capital,Private Equity,5.04
7/30/2015,Pragmatix,Business intelligence & Analytics,Unknown,Mumbai,SIDBI Venture Capital Ltd,Private Equity,20.16
7/30/2015,Droom.in,Used Vehicle Marketplace,Unknown,New Delhi,"Lightbox Ventures, Beenos",Private Equity,134.4
7/30/2015,MadRat Games,Educational Board Games,Unknown,Bangalore,"Kunal Bahl, Rohit Bansal",Seed Funding,1.4112
7/30/2015,Noodle Play,Chinese food delivery,Unknown,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,1.4112
7/31/2015,LazyLad,Hyperlocal Grocery App,Unknown,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,4.2
7/31/2015,Prothom,Hasbro Toy Manufacturer,Unknown,Pune,Oliphabs Capital,Private Equity,16.8
7/31/2015,Bona Vita,Travel Tech,Unknown,Gurgaon,MakeMyTrip,Private Equity,42
6/1/2015,Veeba Foods,Healthy Food Manufacturer,Unknown,New Delhi,"DSG Consumer Partners, Saama Capital.",Private Equity,50.4
6/1/2015,Truebil,Used Car Marketplace,Unknown,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,4.2
6/1/2015,Meritnation,Online Learning Platform,Unknown,New Delhi,InfoEdge,Private Equity,33.6
6/1/2015,Eattreatonline,Healthy Food Online Community,Unknown,New Delhi,Group of 15 Angel Investors,Seed Funding,2.94
6/1/2015,Glamrs,Online Fashion Video Portal,Unknown,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,8.4
6/1/2015,Proviera,Probiotic Technology Products Manufacturer,Unknown,Chennai,Infuse Ventures,Private Equity,4.62
6/1/2015,Arth DesignBuild,Architectural Design & Consulting,Unknown,Hyderabad,Srinivas Tirupati,Seed Funding,4.2
6/2/2015,Saama,Big Data & Analytics Services,Unknown,Pune / US,Carrick Capital Partners,Private Equity,294
6/2/2015,AllIzHealth,Preventive Healthcare Services,Unknown,Pune,Mumbai Angels & Other angel investors,Seed Funding,2.94
6/3/2015,Propstack,Real Estate Intelligence Platform,Unknown,Mumbai,DMG Information,Private Equity,25.2
6/3/2015,MyTaxiIndia,Online Car Rental Affiliates,Unknown,New Delhi,Green House Ventures,Seed Funding,0.84
6/3/2015,Arkin Net,Data Center Software platform,Unknown,Pune / US,Nexus Venture Partners,Private Equity,126
6/3/2015,Little Black Book Delhi,Online City & Lifestyle Guide,Unknown,New Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,1.26
6/3/2015,iCustomadeit,Bespoke Merchandize Marketplace,Unknown,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,2.1
6/4/2015,Ecom Express,Logistics Solution Provider,Unknown,New Delhi,Warburg Pincus,Private Equity,1150.8
6/4/2015,Vidooly,Video Intelligence Platform,Unknown,Noida,Bessemer Venture Partners,Private Equity,8.4
6/4/2015,Zopper,Hyperlocal Shopping App,Unknown,Mumbai,"Tiger Global,\\xc2\\xa0 Nirvana Ventures Advisors",Private Equity,168
6/4/2015,Flipkart,eCommerce platform,Unknown,Bangalore,Morgan Stanley,Private Equity,420
6/5/2015,kWatt Solutions,Renewable energy solutions,Unknown,Mumbai,Undisclosed,Seed Funding,4.2
6/5/2015,Medwell Ventures,Healthcare\\nService provider,Unknown,Bangalore,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,84
6/5/2015,Jugnoo,Auto Rickshaw Based Services,Unknown,Chandigarh,"Snow Leopard, Paytm",Private Equity,42
6/8/2015,Applied Solar Technologies,Off-grid Solar Power,Unknown,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,336
6/9/2015,Clovia,Private Label lingerie Ecommerce,Unknown,New Delhi,IvyCap Ventures,Private Equity,42
6/9/2015,Swiggy,Online Food Ordering,Unknown,Bangalore,"Norwest Venture Partners, SAIF Partners, Accel Partners",Private Equity,138.6
6/9/2015,PayMango,Mobile Commerce Platform,Unknown,Gurgaon,Group of Angel Investors,Seed Funding,1.9656
6/9/2015,Teritree,Digital Marketing Services,Unknown,Bangalore,KCL,Seed Funding,1.176
6/10/2015,Voonik,Fashion Ecommerce store,Unknown,Bangalore,"Sequoia Capital, Seedfund",Private Equity,42
6/11/2015,AdStringO,Mobile Compression Software,Unknown,Mumbai,"Arihant Patni, Vishal Khare,\\xc2\\xa0 Viswanath Ramachandran",Seed Funding,2.94
6/11/2015,Faircent.com,Peer to Peer Lending platform,Unknown,Gurgaon,M&S Partners Pte. Ltd,Seed Funding,2.1
6/12/2015,La Renon,Global Healthcare products,Unknown,Ahmedabad,Sequoia Capital,Private Equity,134.4
6/15/2015,Homelane,Home Furnishing Solutions,Unknown,Bangalore,Sequoia Capital,Private Equity,420
6/15/2015,Shippr,Intra-City Logistics service,Unknown,Bangalore,i2india Pvt Ltd,Seed Funding,4.2
6/16/2015,CouponRaja,Online Coupon & comparison platform,Unknown,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & others",Seed Funding,4.2
6/17/2015,MyDentist,Dental Clinic chain,Unknown,Mumbai,"LGT Group, Asian Healthcare fund, Seedfund",Private Equity,68.88
6/18/2015,Fracktal Works,3D Printer Manufacturer,Unknown,Bangalore,Neoteric Infomatique Limited,Private Equity,25.2
6/18/2015,Hansa Customer Equity,IT / Customer Engagement Consulting,Unknown,Mumbai,ASK Pravi,Private Equity,42
6/19/2015,Housejoy,Home services marketplace,Unknown,Bangalore,Matrix Partners,Private Equity,33.6
6/19/2015,FundsIndia.com,Financial Services Platform,Unknown,Chennai,"Faering Capital, Foundation Capital, Inventus Capital Partners",Private Equity,92.4
6/20/2015,Cupick,Social Network for Artists,Unknown,Bangalore,Group of Angel Investors from US/India,Seed Funding,1.008
6/20/2015,Tracxn,Startup funding platform,Unknown,Bangalore,"Sachin Bansal, Bunny Bansal & other investors",Private Equity,84
6/21/2015,Holachef,Food Delivery Platform,Unknown,Mumbai,"Kalaari Capital, India Quotient",Private Equity,26.04
6/22/2015,elong,Data Driven recruitment recommendation,Unknown,Bangalore,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Private Equity,42
6/22/2015,Vidgyor,Video Advertisement Platform,Unknown,Bangalore,AngelPrime,Seed Funding,4.2
6/23/2015,Goodservice,Mobile Chat based concierge service,Unknown,New Delhi,Sequoia Capital,Private Equity,13.44
6/23/2015,Treebo,Online Budget Hotel Booking Service,Unknown,Bangalore,"Matrix Partners India, SAIF Partners",Private Equity,50.4
6/23/2015,EduKart,Online education marketplace,Unknown,New Delhi,"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Private Equity,8.4
6/24/2015,Indix,SaaS product intelligence platform,Unknown,,"Nokia Growth Partners, Nexus Venture Partners, Avalon Ventures",Private Equity,126
6/24/2015,The Porter,Logistics Tech,Unknown,Mumbai,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",Private Equity,46.2
6/24/2015,Retention.ai,App Analytics platform,Unknown,Bangalore,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others",Seed Funding,4.2
6/25/2015,Fusion Microfinance,Micro Finance Platform,Unknown,New Delhi,"Development finance institution Belgian Investment Company, Oikocredit",Private Equity,72.24
6/25/2015,Zinka,Freight logistics platform,Unknown,Bangalore,"Accel Partners, Flipkart",Private Equity,50.4
6/26/2015,CreditMantri,Credit Management Services,Unknown,Chennai,"IDG Ventures India, Elevar Equity, Accion Venture Lab",Private Equity,21
6/26/2015,GetMyPeon,Hyperlocal Handyman Services,Unknown,Mumbai,Undisclosed investors,Seed Funding,2.1
6/29/2015,UrbanClap,Hyperlocal services marketplace,Unknown,New Delhi,"SAIF Partners,\\xc2\\xa0 Accel Partners",Private Equity,84
6/29/2015,AdWyze,Marketing / Advertising Automation platform,Unknown,Bangalore,Mape Advisory,Seed Funding,8.4
6/29/2015,Zimmber,Hyperlocal Handyman Services,Unknown,Mumbai,"Naveen Tiwari, Mohit Saxena, Amit Gupta, Piyush Shah, Manish Dugar",Seed Funding,3.36
6/30/2015,Flatchat,Flat rental Mobile App,Unknown,Bangalore,Commonfloor,Private Equity,21
6/30/2015,MyCFO,Wealth Management Platform,Unknown,Mumbai,Sameer Koticha,Private Equity,12.6
5/1/2015,Foodpanda,Online Food Delivery,Unknown,Gurgaon,"Goldman Sachs, Rocket Internet",Private Equity,840
5/1/2015,Termsheet,Fund Raising Platform,Unknown,Chennai,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Seed Funding,0.84
5/4/2015,Applicate,Workforce Management Software,Unknown,Bangalore,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",Seed Funding,4.62
5/4/2015,World Art Community,Online Art Marketplace,Unknown,Gurgaon,Viraj Tyagi & others,Seed Funding,1.68
5/4/2015,SpoonJoy,Online Food Delivery,Unknown,Bangalore,SAIF Partners,Seed Funding,8.4
5/5/2015,Seed Schools,Affordable Education,Unknown,Hyderabad,Acumen Fund,Seed Funding,5.46
5/5/2015,Ignis Careers,Career Development,Unknown,Hyderabad,Acumen Fund,Seed Funding,2.1
5/5/2015,Square Yards,Real Estate Advisory,Unknown,Gurgaon,Undisclosed Investors,Private Equity,50.4
5/5/2015,Fintellix,Banking Analytics Platform,Unknown,Bangalore,"IDG Ventures, Sequoia Capital",Private Equity,126
5/6/2015,Delhivery,Ecommerce Logistics,Unknown,Gurgaon,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet",Private Equity,714
5/6/2015,Swiggy,Online Food Delivery,Unknown,Bangalore,Norwest Venture Partners,Private Equity,126
5/7/2015,Box8,Online Food Delivery,Unknown,Mumbai,Mayfield Ventures,Private Equity,29.4
5/7/2015,Toppr,Online Education Platform,Unknown,Mumbai,"Fidelity Growth Partners India, SAIF Partners,\\xc2\\xa0 Helion Ventures",Private Equity,84
5/7/2015,Vedantu,Online Education Platform,Unknown,Bangalore,"Accel Partners, Tiger Global Management",Private Equity,42
5/8/2015,BuyHatke,Online Product Comparison,Unknown,Bangalore,"S.Gopalakrishnan, Beenos",Seed Funding,8.4
5/8/2015,Uniken,Online Security Platform,Unknown,Pune,Exfinity Ventures,Private Equity,16.8
5/8/2015,GrandOpinion,Online Medical Diagnostic,Unknown,New Delhi,Florida based Angel investor,Seed Funding,1.26
5/12/2015,ZapStitch,Cloud Data Integration Platform,Unknown,Bangalore,"Helion Venture Partners, Orios Venture Partners",Private Equity,16.8
5/12/2015,Wassup,Mobile Laundry Cleaning Service,Unknown,Chennai,"Arun Chandra Mohan, Praveen Sinha",Private Equity,16.8
,Plancess,Online Education Platform,Unknown,Mumbai,"Rajendra Gogri,\\xc2\\xa0 Chandrakant Gogri",Seed Funding,16.8
5/14/2015,IndianRoots.com,Lifestyle Ecommerce Portal,Unknown,Gurgaon,KJS Group,Private Equity,42
5/14/2015,RedPolka,Online Fashion Aggregator,Unknown,Mumbai,Undisclosed Investors,Seed Funding,2.1
5/15/2015,Venturesity,Online Job skills Showcase,Unknown,Bangalore,"Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi",Seed Funding,2.268
5/19/2015,Chaayos,Offline Tea Chain,Unknown,New Delhi,Tiger Global Management,Private Equity,8.4
5/19/2015,Akosha,Business Messaging App,Unknown,New Delhi,Sequoia Capital,Private Equity,134.4
5/19/2015,Cooey,Health Mobile App,Unknown,Bangalore,Subhash Goyal,Seed Funding,3.948
5/19/2015,MeetUniv,Online Ed-Tech Platform,Unknown,Noida,Peesh Venture Capital,Seed Funding,8.4
5/19/2015,Crown-it,Hyperlocal Mobile Marketplace,Unknown,Gurgaon,"Accel Partners, Helion Venture Partners",Private Equity,46.2
5/19/2015,Trucksfirst,Trucking Logistic Operations,Unknown,Gurgaon,SAIF partners,Private Equity,84
5/20/2015,Lookup,B2C Messaging App,Unknown,Bangalore,Biz Stone,Private Equity,25.2
5/22/2015,\\xc2\\xa0Nudgespot,Customer Engagement Platform,Unknown,Bangalore,"Kae Capital, Anoop Goyal, Mike Shah, VA Sastry",Seed Funding,5.25
5/22/2015,EveningFlavors,Online Table Reservation,Unknown,Bangalore,Sandiep Shrivatsava,Seed Funding,4.2
5/25/2015,ZenParent,Parents focused Web Content,Unknown,Bangalore,i2india Ventures,Seed Funding,4.2
5/26/2015,UrbanPro,On-demand Service marketplace,Unknown,Bangalore,Nirvana Venture Advisors,Private Equity,16.8
5/26/2015,Goodbox,On-Demand Business messaging,Unknown,Bangalore,Manipal Group,Seed Funding,1.68
5/26/2015,Renderlogy,Online Home D\\xc3\\xa9cor,Unknown,Hyderabad,Astarc Ventures,Private Equity,8.4
5/27/2015,Postman,API Workflow platform,Unknown,Bangalore,Nexus Venture Partners,Seed Funding,8.4
5/27/2015,Casa2inns,Affordable Hotel Booking Online,Unknown,New Delhi,"Accel Partners, Kalaari Capital",Private Equity,42
5/27/2015,FleetRover,Logistics Intelligence,Unknown,Goa,"Tim Chen, Sanjay Venkat",Seed Funding,1.512
5/28/2015,TheKarrier,Last Mile Logistics,Unknown,Bangalore,"Sol Primero, Outbox Ventures, Nikunj Jain",Seed Funding,2.016
5/28/2015,Zoomcar,Self-driven Car rental,Unknown,Bangalore,Sequoia Capital,Private Equity,42
5/30/2015,Ather Energy,Electric Scooter Manufacturer,Unknown,Bangalore,Tiger Global,Private Equity,100.8
4/3/2015,Swiggy,Online Food Delivery,Unknown,Bangalore,"Accel Partners, SAIF Partners",Private Equity,16.8
4/4/2015,Bluegape,Web Content Publishing,Unknown,Gurgaon,"Rudy Gopalakrishnan, ah! Ventures",Seed Funding,1.68
4/4/2015,KeepTrax,Location Based App,Unknown,Dallas / Hyderabad,Undisclosed,Seed Funding,8.4
4/6/2015,InstaLively,Video Streaming,Unknown,New Delhi,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents.",Seed Funding,1.008
4/7/2015,Pricejugaad,Price Comparison,Unknown,Hyderabad,"Amit Tyagi, Sandeep Acharya & others",Seed Funding,1.386
4/7/2015,Quikr,Online Classifieds,Unknown,Mumbai,"Tiger Global, Investment AB Kinnevik, Steadview Capital",Private Equity,1260
4/7/2015,PressPlay,Travel Entertainment,Unknown,New Delhi,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani",Seed Funding,18.48
4/8/2015,FirstCry.com,eCommerce,Unknown,Pune,"Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India,\\xc2\\xa0 SAIF Partners, Vertex Ventures",Private Equity,84
4/8/2015,MobiKwik,Digital / Mobile Wallet,Unknown,Gurgaon,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",Private Equity,210
4/8/2015,Olacabs,Cab Aggregator,Unknown,Bangalore,"DST Global, Steadview Capital, Tiger Global, Accel Partners & Others",Private Equity,3360
4/9/2015,Gadgetwood,Device Repair Svcs,Unknown,New Delhi,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,\\nNitin Singhal & Others",Seed Funding,1.68
4/9/2015,Bonhomia,Premium Beverages,Unknown,New Delhi,"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others",Seed Funding,16.8
4/9/2015,Changer Mints,Digital / Mobile Wallet,Unknown,Kolkata,Hyderabad based investor,Seed Funding,1.386
4/9/2015,Urban Ladder,Online Furnishing\\neCommerce,Unknown,Bangalore,"Sequoia Capital, TR Capital, Steadview Capital, SAIF Partners, Kalaari Capital",Private Equity,420
4/10/2015,Whatfix,Interactive\\xc2\\xa0 How-To Guides,Unknown,Bangalore,"Helion Venture Partner, Powerhouse Ventures, GSF and Other angel investors",Seed Funding,7.56
4/11/2015,Zomato,Restaurant Reviews,Unknown,Gurgaon,Info Edge (India),Private Equity,210
4/13/2015,ZopNow,Online Grocer,Unknown,Bangalore,"Dragoneer Investment, Accel Partners, Qualcomm Ventures, Times Internet",Private Equity,84
4/13/2015,Nayi Disha,Ed-Tech,Unknown,New Delhi,"Ajay Relan,",Seed Funding,2.52
,The Porter,Logistics Tech,Unknown,Mumbai,Kae Capital,Seed Funding,4.2
4/13/2015,Commeasure,Online Hotel Booking,Unknown,Noida,Jungle Ventures,Seed Funding,8.4
4/13/2015,Capricoast,Online Kitchen Furniture,Unknown,Bangalore,Accel Partners India,Seed Funding,10.5
4/14/2015,LocalOye,Hyper-local Online Services,Unknown,Mumbai,"Tiger Global Management, Lightspeed Venture Partners",Private Equity,42
4/15/2015,Grofers,Hyper-Local Online/Mobile Grocery,Unknown,Gurgaon,"Tiger Global, Sequoia Capital",Private Equity,294
4/15/2015,PepperTap,Hyper-Local Online/Mobile Grocery,Unknown,Gurgaon,"SAIF Partners, Sequoia Capital",Private Equity,84
4/15/2015,PolicyBazaar,Online Policy Aggregator,Unknown,Gurgaon,"PremjiInvest, Tiger Global, Ribbit Capital",Private Equity,336
4/16/2015,UrbanClap,Hyperlocal Mobile Services Marketplace,Unknown,New Delhi,"SAIF Partners, Accel Partners, Kunal Bahl, Rohit Bansal",Seed Funding,13.44
4/16/2015,Taskbob,OnDemand\\nMobile Handyman Services,Unknown,Mumbai,"Orios Venture Partners, Mayfield India",Seed Funding,10.08
4/17/2015,Robosoft,Mobile App Development,Unknown,Udupi,"Ascent Capital, Kalaari Capital",Private Equity,100.8
4/20/2015,Pastiwala,Material Collection & Recycling,Unknown,Vadodara,Agnus Capital,Private Equity,33.6
